age,sex,bmi,children,smoker,region_northwest,region_southeast,region_southwest,charges_scaled
-1.4387642602644821,0,-0.45420102441288,-0.9086136674186784,1,0,0,1,0.6913937768038555
-1.5099654504939408,1,0.5152998507769115,-0.07876719164653397,0,0,1,0,-1.790019517222827
-0.7979535481993532,1,0.3881251192784206,1.580925759897755,0,0,1,0,-0.7595004855916165
-0.44194759705205927,1,-1.312217557055293,-0.9086136674186784,0,1,0,0,0.9785129324698475
-0.513148787281518,1,-0.292342275232983,-0.9086136674186784,0,1,0,0,-0.9121812441147181
-0.5843499775109768,0,-0.8109509205644897,-0.9086136674186784,0,0,1,0,-0.9436456103251669
0.4836678759309047,0,0.46079639442041476,-0.07876719164653397,0,0,1,0,-0.08902636092802585
-0.1571428361342242,0,-0.4806269426463326,1.580925759897755,0,1,0,0,-0.22363958053462488
-0.1571428361342242,1,-0.13543838572185857,0.7510792841256105,0,0,0,0,-0.3629354915702384
1.4804845391433274,0,-0.7944347216685815,-0.9086136674186784,0,1,0,0,1.276935999050835
-1.0115571188877295,1,-0.7316731658641319,-0.9086136674186784,0,0,0,0,-1.2943946361550314
1.622886919602245,0,-0.7201118266369964,-0.9086136674186784,1,0,1,0,1.2341893229384755
-1.1539594993466469,1,0.6193519038211303,-0.9086136674186784,0,0,0,1,-1.7279620806476066
1.1956797782254924,0,1.5145298839793362,-0.9086136674186784,0,0,1,0,0.23412636377220572
-0.8691547384288119,1,1.896054078474808,-0.9086136674186784,1,0,1,0,1.6190702409202538
-1.4387642602644821,1,-0.9992355879778386,-0.07876719164653397,0,0,0,1,-1.721789784724431
0.9108750173076573,0,0.021465503789266496,-0.07876719164653397,0,0,0,0,0.20496018447810874
-1.1539594993466469,1,-1.1239328896419434,-0.9086136674186784,0,0,0,0,-1.4332814894275878
1.1956797782254924,1,1.5938076386796933,-0.9086136674186784,0,0,0,1,0.1851377212123088
-0.6555511677404355,1,0.7679976938843007,-0.9086136674186784,1,0,0,1,1.5400756340743045
1.4804845391433274,0,0.884436896100452,-0.9086136674186784,0,0,0,0,0.425917567119702
-0.6555511677404355,0,0.28902792590297327,-0.07876719164653397,0,0,0,1,-0.8353705133289484
-1.5099654504939408,1,0.5698033071334072,-0.9086136674186784,0,0,1,0,-2.243840017920043
-0.3707464068226005,0,0.2097501712026161,-0.07876719164653397,1,0,0,0,1.5653093608221191
-0.1571428361342242,1,-0.4335557757929952,0.7510792841256105,0,1,0,0,-0.3978803690203317
1.4092833489138687,0,-0.4839301824255141,1.580925759897755,0,0,1,0,0.4876446284926071
1.6940881098317038,0,-1.2494560012508427,-0.9086136674186784,0,0,0,0,0.5221133683053543
1.1244785879960337,0,0.3509636717626277,0.7510792841256105,0,1,0,0,0.34393824031874176
-1.1539594993466469,1,-2.19087933831759,-0.07876719164653397,0,1,0,0,-1.2730684930274783
-0.5843499775109768,1,0.9331596828433792,0.7510792841256105,1,0,0,1,1.594045650925731
-1.2251606895761058,1,0.817546290572025,-0.9086136674186784,1,0,0,1,1.5024606554512407
-1.5099654504939408,0,-0.715982776913019,-0.9086136674186784,0,0,0,0,-1.5266476531140478
-1.4387642602644821,0,-0.3385876321415246,3.240618711442044,0,0,0,1,-0.7027331879370475
1.6940881098317038,1,-0.3864846089396578,-0.9086136674186784,0,1,0,0,0.4695428120794888
-0.7979535481993532,1,0.9496758817392873,-0.07876719164653397,1,0,0,1,1.8981301823684964
-1.4387642602644821,1,-1.6887868918819915,-0.9086136674186784,0,1,0,0,-1.8550473104183653
1.622886919602245,0,0.3823444496648534,1.580925759897755,0,1,0,0,0.6061344951438538
-0.9403559286582707,1,-1.6268511460223372,-0.9086136674186784,0,0,0,1,-1.4763047122000759
-0.29954521659314176,1,0.994269618758239,-0.07876719164653397,1,0,0,0,1.6235246221431763
1.4804845391433274,1,1.527742843096062,-0.9086136674186784,1,0,0,1,1.8319550689187425
-1.0827583091171882,0,-0.6689116100596816,-0.9086136674186784,0,0,0,0,-1.17175071697066
-0.5843499775109768,0,0.987663139199876,0.7510792841256105,0,0,1,0,-0.643576248277188
0.12766192478361088,1,-1.46499239684244,-0.07876719164653397,0,0,1,0,-0.38592088915767636
-0.1571428361342242,0,0.024768743568447996,0.7510792841256105,0,0,1,0,-0.37878427668509723
-0.08594164590476543,1,1.0570311745626881,-0.07876719164653397,0,0,0,0,-0.41988657919228334
1.1244785879960337,1,1.0983216718024578,-0.9086136674186784,0,0,0,1,0.9093469192878357
-1.5099654504939408,0,1.3237677867316002,0.7510792841256105,0,0,0,0,-1.0542878764342742
